Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Adjusted net enrollment rate, primary, female (% of primary school age children)",,,,,,,,,,,,94.11856,96.13713,95.48572,95.26903,95.98621,97.06411,96.34436,96.84821,98.61157,,,,,99.33982,98.85845,98.5464,99.69455,,,,,,,,,,,,,,,,,,,,,,,,,98.26639,95.67435,96.02036,98.58342,97.28315,97.50096,,,
"School enrollment, primary, private (% of total primary)",,,,,,,,,,,,1.134539962,1.165060043,1.171270013,1.204879999,1.228240013,1.245919943,,,,,1.279160023,1.307979941,1.342759967,1.387439966,1.439650059,1.48150003,1.434649944,1.457690001,1.436040044,1.406810045,1.427029967,1.463629961,1.518769979,1.727229953,1.743589997,1.782909989,1.788300037,1.591099977,1.498919964,1.457270026,1.407099962,1.369310021,1.334589958,1.312950015,1.298069954,1.288239956,1.286839962,1.335319996,1.390159965,1.436020017,1.490509987,1.550209999,1.596189976,1.631590009,1.592499971,1.603950024,1.592499971,1.54787004,1.524700046,
"Pupil-teacher ratio, primary",,,,,,,,,,,,56.87028,55.97217,54.65857,53.07046,52.29875,51.78286,50.24867,48.80145,48.63001,48.09201,47.52068,45.51968,43.8722,41.66962,39.93376,38.30699,37.87841,36.6655,36.36887,36.2812,35.5886,34.43027,32.81966,31.25408,29.70537,28.39382,30.91375,30.90497,32.22547,32.12073,32.024,31.25796,30.09795,29.02175,27.93159,26.62451,25.59446,24.06701,22.38299,20.91797,19.04941,17.87581,16.85167,16.50455,16.55424,16.30703,16.28669,,,
"School enrollment, preprimary (% gross)",,,,,,,,,,,,2.472189903,2.477699995,2.517659903,2.851759911,3.141540051,3.614670038,4.170629978,4.668000221,5.313960075,6.524809837,7.742670059,18.56669044,21.16107941,26.76708984,33.50371933,41.61404037,46.61507034,51.8300209,53.1086998,55.45463181,58.53689957,63.94742966,72.41374207,79.26454926,86.17984009,86.50366974,,,,,,,,,,,,,,,,,92.8436203,92.68723297,93.98748016,96.64093781,94.98519897,93.5247879,92.24433136,
Coverage of social insurance programs in richest quintile (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in richest quintile (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terms of trade adjustment (constant LCU),1.35906E+11,1.38519E+11,1.61525E+11,2.76383E+11,2.55437E+11,3.76886E+11,5.04994E+11,6.57328E+11,9.01546E+11,1.14857E+12,1.32707E+12,1.57112E+12,2.14473E+12,3.16123E+12,2.10273E+12,1.77147E+12,4.11815E+12,5.78588E+12,7.28038E+12,7.17982E+12,4.89099E+12,4.62091E+12,5.49719E+12,7.15541E+12,8.53428E+12,8.35788E+12,1.51283E+13,2.10002E+13,2.53008E+13,2.73391E+13,2.69193E+13,3.07313E+13,3.43173E+13,3.92404E+13,4.75147E+13,5.42779E+13,5.22934E+13,4.97665E+13,4.12495E+13,4.05569E+13,2.57018E+13,1.86992E+13,2.52619E+13,2.40013E+13,1.84262E+13,6.61112E+12,-1.05818E+13,-1.33627E+13,-4.67147E+13,-3.0235E+13,-3.32017E+13,-6.64266E+13,-7.03944E+13,-5.94441E+13,-5.5002E+13,0,2.60186E+13,2.83168E+13,3.40529E+12,-4.2415E+13,-2.90561E+13
GNI per capita (constant LCU),1176178.775,1225683.42,1236533.084,1306841.866,1396788.445,1467416.36,1616306.054,1741179.136,1917867.972,2142875.942,2286636.997,2446638.894,2557459.855,2882583.506,3112315.153,3256289.678,3643278.041,4036956.677,4441333.828,4728263.753,4540955.954,4770588.667,5113910.398,5705267.073,6203364.355,6565721.898,7237408.133,8166474.841,9102577.59,9703874.681,10581621.67,11606530.01,12194208.26,12900939.92,13936618.96,15104021.77,16145081.75,16947265.7,15827064.93,17560002.38,19085988.64,19858658.64,21337426.2,21900754.89,22990392.12,23801035.16,25029637.13,26357962.58,27021794.69,27048026.76,28831531.7,29798123.29,30477984.66,31179434.48,31929237.95,32602339.08,33448817.44,34423828.51,35253229.1,36130329.68,35741169.1
Gross domestic savings (current LCU),1570000000,8650000000,12130000000,46040000000,66710000000,63200000000,1.2501E+11,1.4414E+11,2.4396E+11,3.9543E+11,4.579E+11,4.957E+11,7.161E+11,1.2377E+12,1.7021E+12,2.0886E+12,3.5935E+12,5.2579E+12,7.6445E+12,9.7775E+12,1.00789E+13,1.24923E+13,1.52579E+13,2.07143E+13,2.5852E+13,2.94684E+13,3.75779E+13,4.77705E+13,6.0157E+13,6.40693E+13,7.78105E+13,9.43629E+13,1.05498E+14,1.20198E+14,1.41447E+14,1.66048E+14,1.78476E+14,1.97237E+14,2.05659E+14,2.14764E+14,2.25465E+14,2.32219E+14,2.52393E+14,2.82872E+14,3.27207E+14,3.33388E+14,3.37868E+14,3.71369E+14,3.8571E+14,4.05828E+14,4.67675E+14,4.78191E+14,4.90307E+14,5.18043E+14,5.44507E+14,6.0312E+14,6.4068E+14,6.79861E+14,6.81924E+14,6.59901E+14,6.86581E+14
GDP (constant 2015 US$),25699427356,27481937750,28552434122,31128025938,34077040554,36570946133,40957249543,44676006657,50557946175,57919874111,63742405456,70464369462,75547923256,86803296623,95059883350,1.02513E+11,1.16066E+11,1.30384E+11,1.44665E+11,1.57209E+11,1.54622E+11,1.65826E+11,1.79653E+11,2.03684E+11,2.25176E+11,2.42827E+11,2.70332E+11,3.04729E+11,3.41259E+11,3.65396E+11,4.01488E+11,4.4476E+11,4.72329E+11,5.04814E+11,5.51603E+11,6.04638E+11,6.52348E+11,6.92601E+11,6.57075E+11,7.32421E+11,7.98784E+11,8.37545E+11,9.02246E+11,9.30642E+11,9.79011E+11,1.02119E+12,1.07495E+12,1.13729E+12,1.17156E+12,1.18085E+12,1.2612E+12,1.30769E+12,1.3391E+12,1.38148E+12,1.42572E+12,1.46577E+12,1.50897E+12,1.55665E+12,1.6019E+12,1.63785E+12,1.6239E+12
Coal rents (% of GDP),,,,,,,,,,,,0.007647901,0.007886479,0.011737349,0.159321003,0.610769001,0.420198122,0.350873799,0.21734099,0.162651574,0.303538033,0.532115172,0.533069609,0.231409105,0.150990759,0.192996424,0.084633728,0.002700412,0.028107865,0.032623069,0.027027475,0.016332941,0.005482279,0.000277888,0.000197018,0.001709148,0.000295529,0.000129322,0.000606014,0.000199238,0.001009208,0.006994962,0.000474243,0.0004104,0.007455858,0.003713695,0.003538298,0.005645364,0.015703601,0.004927529,0.00667829,0.008681485,0.004828356,0.002842222,0.002042033,0.00114934,0.001235926,0.001365464,0.001222584,0.000937639,
Adjusted savings: particulate emission damage (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356706165,0.324562998,0.30327295,0.277606548,0.257101317,0.237896618,0.226350311,0.220669942,0.228941402,0.206175345,0.186945608,0.176331992,0.166671614,0.159028726,0.155164253,0.14856777,0.14163354,0.13748192,0.133727648,0.135069998,0.126626163,0.124266879,0.126545285,0.130023771,0.131731601,0.131878465,0.127621463,0.129797847,0.129797847,0.141513114,
"Services, value added (annual % growth)",,0.99549547,7.565659854,5.644660349,1.342298743,6.878477422,11.13864028,12.90369715,15.97811015,14.29491451,13.7037161,11.90517662,8.106342445,11.19855777,6.935911254,7.668379998,9.655213923,10.46141446,10.21705672,7.935443915,5.855571152,6.047849474,9.517048514,9.841781885,9.193736915,8.796180338,10.42015678,12.02059621,12.51868133,9.295245597,9.30067155,10.50960821,7.951169324,8.213109595,9.443315622,9.113509197,7.825778724,7.161383764,-2.426015133,9.269924068,7.623757714,6.126936411,8.423765914,2.493051737,3.226739539,4.404068622,4.921560264,5.796821209,3.854325615,2.011270656,5.104067259,3.901212456,3.3592458,3.585139275,3.141734534,3.068003847,2.924599374,2.602994815,3.834760515,3.377873439,-0.984037677
"Industry (including construction), value added (current US$)",685942767.3,432402284.8,503309628.1,720848926.3,669033168.3,726576576.6,905985110.9,1133594559,1472980300,1888603554,2233062854,2310528590,2702283082,3833350070,5200880164,5813223140,8265289256,10943388430,15701446281,21127479339,20980030621,22808099496,24826010833,28943087335,33653564605,34385876187,40746610698,53184045127,73030746305,89322521073,1.02924E+11,1.22828E+11,1.27567E+11,1.422E+11,1.68028E+11,2.06753E+11,2.16293E+11,2.01673E+11,1.35348E+11,1.72467E+11,2.00253E+11,1.81937E+11,2.05817E+11,2.32679E+11,2.75508E+11,3.19272E+11,3.5301E+11,3.92283E+11,3.40492E+11,3.10607E+11,3.90319E+11,4.31747E+11,4.36387E+11,4.72209E+11,5.06029E+11,5.00561E+11,5.14505E+11,5.64571E+11,5.87238E+11,5.39671E+11,5.3367E+11
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7227.34599,8050.196349,7950.929734,8283.178199,9185.759221,9895.102031,10481.715,9214.741854,10062.55239,10348.54409,10830.74979,10920.44129,10875.56774,12049.94883,12714.43278,13375.99539,14522.20785,15712.68219,16818.78726,16999.30138,17091.52272,17367.8509,16196.43243,20131.73923,21115.72833,20929.42278,21248.16882,20856.15245,20571.9149,
Gross capital formation (current LCU),26290000000,38300000000,51490000000,97420000000,1.1401E+11,1.2274E+11,2.3131E+11,2.9164E+11,4.5874E+11,6.6234E+11,7.362E+11,8.587E+11,9.167E+11,1.4377E+12,2.577E+12,3.0077E+12,3.9997E+12,5.6021E+12,8.6744E+12,1.21424E+13,1.35187E+13,1.59738E+13,1.83128E+13,2.21102E+13,2.53834E+13,2.84395E+13,3.35878E+13,3.96559E+13,5.08291E+13,6.08759E+13,7.93261E+13,9.99847E+13,1.07515E+14,1.18679E+14,1.43457E+14,1.70205E+14,1.93511E+14,2.01563E+14,1.49233E+14,1.83426E+14,2.14346E+14,2.2344E+14,2.43998E+14,2.70298E+14,2.95693E+14,3.11249E+14,3.31781E+14,3.6065E+14,3.88588E+14,3.54372E+14,4.30538E+14,4.62786E+14,4.50995E+14,4.48525E+14,4.65604E+14,4.89602E+14,5.24718E+14,5.92711E+14,5.97687E+14,6.06119E+14,6.15922E+14
Exports of goods and services (constant 2015 US$),155062402.9,210050324.6,242848586.5,278298999,358924376.1,490117424,700344558.6,910394883.1,1256146911,1715057364,2241509250,2783520420,3978049034,6001816723,6259694163,7595847616,10567847537,12881406877,15057673224,15507566365,16828072130,19160992170,19553422048,22771806755,25645677105,25977637951,35076370886,43647591074,48307154397,46536136656,48903711464,54880509567,61534401708,67725935601,79982761021,98343952986,1.08365E+11,1.28644E+11,1.47381E+11,1.65465E+11,1.9357E+11,1.90087E+11,2.14442E+11,2.43563E+11,2.94722E+11,3.18003E+11,3.56307E+11,4.01216E+11,4.31717E+11,4.29745E+11,4.85731E+11,5.60617E+11,5.93096E+11,6.15754E+11,6.28657E+11,6.30129E+11,6.45078E+11,6.61078E+11,6.87362E+11,6.89E+11,6.76312E+11
"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90208E+11,3.16495E+11,3.38557E+11,3.62079E+11,3.95406E+11,4.37811E+11,4.71713E+11,4.91628E+11,4.33015E+11,4.85181E+11,5.30402E+11,5.61128E+11,6.11502E+11,6.09187E+11,6.1162E+11,6.40099E+11,6.71603E+11,7.07088E+11,7.18566E+11,7.20133E+11,7.51757E+11,7.73915E+11,7.86717E+11,8.00375E+11,8.16337E+11,8.34379E+11,8.56009E+11,8.79764E+11,9.07744E+11,9.26921E+11,8.80265E+11
Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,141000000,,,,,,,105000000,105000000,130000000,65000000,,126000000,28000000,73000000,,51000000,48000000,72000000,118000000,,60000000,7000000,28000000,24000000,21000000,32000000,,10000000,228000000,,98000000,73000000,108000000,158000000,280000000,109000000,224000000,198000000,350000000,224000000,349000000,207000000,94000000,480000000,742000000,1056000000,693000000,827000000
"Lead time to export, median case (days)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,2,,1,,2,,,,
Transport services (% of commercial service exports),,,,,,,,,,,,,,,,,26.15969582,21.29006727,17.55134703,25.85858586,32.02906307,33.88203708,33.73670595,35.56491673,33.88461884,33.09722663,33.29739771,31.05646068,32.67241865,34.31333669,31.99813784,36.56596312,38.96299894,40.7260435,42.84879993,39.63801858,36.89333223,40.72972075,38.67011313,41.97307,43.23208159,44.46657412,44.47023899,49.87397742,51.50588964,48.69634259,46.58908486,47.88853881,49.75021984,40.18119275,47.58488452,41.37852318,40.67221266,36.808016,34.43342735,35.40315481,29.21078585,27.93557724,27.17807841,26.28441628,28.1346281
Merchandise exports to high-income economies (% of total merchandise exports),94.63722397,98.95287958,86.93284936,77.48267898,87.88659794,81.97199533,85.5479727,89.63681904,92.54781271,91.85672984,91.99524941,91.00223547,91.06594621,91.62561576,89.34536336,84.54563336,90.41532718,89.91351599,88.86083186,87.37180937,80.76929693,79.65257046,81.18943882,83.65366139,83.97125017,84.4353622,88.06115118,90.00982765,89.38182405,87.52802634,80.12511356,78.85425816,76.15647885,68.77318915,68.32501332,69.14597657,63.92639017,62.99193589,69.24196875,70.59936909,70.47820193,67.56648692,65.70993654,62.43656668,61.01863445,58.11790405,57.31866145,54.80850078,52.77642694,50.16426393,48.45247357,48.44236462,48.44876399,46.35076304,47.20961143,47.8371649,47.40944875,46.35962464,46.27397905,46.12140058,
Commercial service imports (current US$),,,,,,,,,,,,,,,,,1129000000,1952000000,3105000000,3384000000,3590500000,3911300000,3833400000,3852900000,3925000000,3491300000,3939000000,4629300000,6004800000,8325400000,10089000000,11946300000,13287800000,14746800000,18252600000,25407400000,29167900000,29033100000,24120400000,26777600000,32977500000,32589100000,36395800000,40153100000,49780700000,58789300000,69223800000,83443900000,96419900000,81183400000,95969000000,1.0148E+11,1.07239E+11,1.08575E+11,1.14149E+11,1.10785E+11,1.10761E+11,1.24753E+11,1.31517E+11,1.28911E+11,1.04916E+11
Ores and metals imports (% of merchandise imports),,,2.601663974,3.028540672,3.076609654,4.177483048,4.004969936,4.574858755,4.069586595,4.898695371,5.747538087,4.619377263,3.616993279,4.917603278,6.250120977,4.662321283,5.164232885,5.580292125,5.085078976,5.421193699,5.808320799,5.416670961,5.614944493,5.552749689,5.299421397,5.317703635,6.246830657,6.663379595,7.580336404,7.727886653,6.628496735,6.377583659,5.752001497,6.308785869,6.033985898,6.261134368,5.126556287,5.768447771,6.737818321,6.170522418,5.506794799,5.716596352,5.429906727,5.534441832,6.687223565,6.722765835,8.089316448,8.429871286,7.521665182,7.091212571,8.065122384,8.853537736,7.89857433,7.219291764,7.136321949,6.722226365,6.554253441,6.738505906,6.513874856,6.749704203,7.192255078
"Tariff rate, most favored nation, weighted mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94,10.61,9.54,,8.53,,,6.84,15.02,13.45,13.61,5.9,9.55,10.41,9.98,9.72,9.27,7.97,7.46,7.41,8.37,7.89,7.31,7.45,7.72,7.99,7.99,8.42,8.83,9.07,9.07,,10.42
Import volume index (2000 = 100),,,,,,,,,,,,,,,,,,,,,12.40244729,13.79908852,13.86371212,15.69320691,18.00659879,19.20957794,20.71732381,25.05946889,28.57063607,33.30476884,37.19800256,43.41909741,44.69857447,47.04331702,57.97797644,71.96261538,83.64307924,85.82294715,66.81193398,85.75154849,100,96.98147976,108.0011258,118.8379033,130.1746736,131.7073616,144.0850482,154.7223253,161.9853725,146.8524904,166.8183924,176.6467711,179.3006954,186.55942,197.6214479,208.1843419,207.7757627,223.8850295,229.3029878,226.3696248,233.0790353
Rural population (% of total population),72.29,71.469,70.539,69.593,68.628,67.649,66.653,65.029,63.154,61.244,59.296,57.739,56.308,54.869,53.421,51.967,50.281,48.524,46.767,45.019,43.28,41.593,39.939,38.307,36.699,35.124,33.321,31.437,29.611,27.852,26.156,25.028,24.18,23.355,22.548,21.761,21.338,21.095,20.855,20.616,20.379,20.06,19.701,19.348,18.998,18.655,18.472,18.369,18.267,18.165,18.064,18.077,18.149,18.221,18.293,18.366,18.438,18.497,18.541,18.57,18.586
Population growth (annual %),,2.967243973,2.859320812,2.784820053,2.615394635,2.542150951,2.514387432,2.335013693,2.320351091,2.263434039,2.184173947,1.971323658,1.87599937,1.768292712,1.71270542,1.682000055,1.596558594,1.559039386,1.519196719,1.516874868,1.558462678,1.560203992,1.545468533,1.474218821,1.234018311,0.984565597,0.994723868,0.985133112,0.979189224,0.989093268,0.985130494,0.989785982,1.039161356,1.015821437,1.006157245,1.006200855,0.952779422,0.937713809,0.721865018,0.710794593,0.836180864,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.52519994,0.505234033,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.47533441,0.198353208,0.138141336
"Population ages 65 and above, female",495740,514731,535618,557052,576034,591924,610362,624969,638708,654130,672491,696980,723225,750957,780206,811124,841832,875413,910574,945497,979607,1014478,1046138,1077197,1110861,1149793,1191713,1242993,1300402,1357930,1411867,1472246,1526586,1578851,1637576,1707553,1774528,1853908,1938777,2027076,2118969,2215322,2308953,2402470,2494774,2584058,2689630,2794346,2908656,3021221,3140228,3268201,3394600,3523123,3663031,3807901,3946452,4092445,4262431,4442312,4644334
"Population ages 30-34, female (% of female population)",6.330389966,6.336140125,6.430246271,6.567424133,6.684583972,6.749574621,6.800606305,6.812231393,6.787069981,6.734367337,6.662433511,6.550007871,6.414362224,6.281033234,6.181995001,6.133929768,6.13972693,6.205312623,6.309040731,6.419644243,6.52013872,6.629831185,6.728360225,6.855257317,7.067579996,7.388215947,7.750164428,8.223491415,8.735980291,9.167755239,9.44475186,9.621559013,9.62862852,9.526143988,9.411446437,9.338351464,9.246645353,9.195213746,9.169770946,9.147879089,9.121651474,9.131379404,9.148610821,9.149180126,9.101060264,8.986589318,8.791061848,8.517386093,8.211825074,7.935380356,7.718575287,7.569544321,7.493342676,7.440470622,7.349030211,7.198451966,6.986666149,6.711900876,6.419679167,6.184170357,6.049752358
"Population ages 05-09, female (% of female population)",13.2593433,13.49124975,13.88911755,14.3956972,14.86915184,15.13897573,15.27351551,15.15943655,14.81381218,14.34323034,13.89349734,13.53703995,13.18903583,12.85757296,12.54582407,12.25091985,11.98712842,11.81263329,11.69750292,11.57916877,11.38415821,11.11225444,10.7333553,10.27282159,9.803654633,9.413480291,9.120066155,8.950791116,8.878720445,8.816376825,8.651400739,8.391114028,7.968499803,7.419073715,6.861238138,6.450423816,6.223600657,6.222264615,6.426298114,6.716058051,6.910867415,6.97560677,6.919936025,6.738671585,6.480412849,6.227399432,5.99507367,5.72052067,5.417998711,5.1153095,4.849748673,4.619390957,4.463759162,4.3879033,4.364801955,4.345353403,4.329337857,4.325738382,4.326243142,4.318598973,4.28870402
"Fertility rate, total (births per woman)",6.095,5.929,5.738,5.533,5.325,5.125,4.941,4.772,4.617,4.474,4.53,4.54,4.12,4.07,3.77,3.43,3,2.99,2.64,2.9,2.82,2.57,2.39,2.06,1.74,1.66,1.58,1.53,1.55,1.56,1.57,1.71,1.76,1.654,1.656,1.634,1.574,1.537,1.464,1.425,1.48,1.309,1.178,1.191,1.164,1.085,1.132,1.259,1.192,1.149,1.226,1.244,1.297,1.187,1.205,1.239,1.172,1.052,0.977,0.918,
Consumption of iodized salt (% of households),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unemployment, female (% of female labor force) (national estimate)",,,,,,,,,,,2.900000095,3.289999962,2.559999943,2.329999924,2.700000048,2.630000114,1.980000019,2.430000067,2.24000001,2.430000067,3.529999971,2.450000048,2.549999952,2.24000001,2.210000038,2.359999895,2.079999924,1.840000033,1.75999999,1.840000033,1.789999962,1.99000001,2.140000105,2.25999999,1.929999948,1.690000057,1.590000033,2.309999943,5.670000076,5.099999905,3.24000001,3.00999999,2.5,3.039999962,3.079999924,3.099999905,2.710000038,2.400000095,2.400000095,2.690000057,2.839999914,2.640000105,2.559999943,2.460000038,2.960000038,3.480000019,3.539999962,3.480000019,3.690000057,3.579999924,3.99000001
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",,,,,,,,,,,,,,,,11.13000011,,,,,13.88000011,13.17000008,12.78999996,12.23999977,11.46000004,13.35999966,12.30000019,10,9.770000458,9.010000229,9.479999542,9.659999847,9.31000042,11.94999981,9.180000305,7.800000191,8.130000114,9.199999809,20.51000023,17.45999908,12.64999962,11.47000027,9.579999924,11.22000027,11.39999962,11.18000031,10.52000046,10.34000015,11.10999966,11.10000038,10.15999985,10.14999962,8.369999886,8.039999962,9.550000191,10.09000015,10.47999954,10.27999973,10.56000042,10.38000011,10.98999977
Ratio of female to male labor force participation rate (%) (national estimate),38.19948211,,,,,,43.30806169,,,,51.27656979,,,,,61.21164306,,58.69799504,61.65267671,62.11567498,55.9466154,55.79002823,57.89333089,58.14774586,56.38430572,57.94857657,59.75322351,61.97105058,61.78973385,63.39006577,63.47790594,62.80154565,62.27861043,62.1928715,62.66701919,63.33769427,64.13385943,65.42203513,62.7048627,63.97957643,66.25972469,67.12751453,67.05225491,66.02213593,67.35696329,67.80520582,68.41823319,68.38926277,68.62214226,68.02730625,68.38868685,68.51725715,68.69553252,69.09362839,69.91924445,70.56923745,71.02388166,71.67318479,72.16201663,73.15581854,73.09965678
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.13299942,42.69400024,42.52899933,42.39599991,42.0719986,42.13999939,40.84500122,40.05599976,36.32699966,36.06700134,35.73699951,37.52099991,38.0909996,38.14199829,38.65399933,37.42599869,34.42499924,31.04000092,29.40399933,27.78300095,28.41300011,28.28300095,29.17200089,29.02000046,30.49500084,32.26900101,32.40200043,31.95299911,32.07699966,31.05200005,29.67200089
